,han_text
5432,백신 패스에 대한 뉴스를 보면 좋아요 수는 백신 패스 찬성 쪽에 훨씬 많고 댓글은 백신 패스 반대에 집중돼있어서 다수의 의견과 적극적인 의견이 나뉘는 양상을 볼 수 있는데 이대로는 단계적 일상 회복의 자체가 불가능하기 때문에 백신 패스를 확대하는 방안이 어쩔 수 없이 유력하지 않을까 싶은 
5433,위드 코로나라고 해도 시간 규제를 완전히 풀어버린 결정이 이해가 되지 않았고 그 결과가 최악이구나
5434,아니 마이욯녀들 내 얘기 좀 들어봐요 리슨 오늘 대리가 위드 코로나도 됐는데 내일 회식 한번 하자는 거예요 내일이 무슨 일이야 일이잖아요 내 스케줄이 예정 대로였으면 나는 학교 첫방 때 회식 있을 수 없다며 퇴사했다 이거예요 비장한 도씨
5435,위드 코로나 곧 중단될 예정입니다 밤 시비 후로 술 드실 날 한 일주일 정도 예상해봄 
5436,코로나 최고 미덕은 공공장소 기침 에티켓의 정착 깜박 잊고 기침 재채기를 해도 눈으로 욕해주면 바로 조심하는 게 눈에 보일 정도로 수준이 올라갔었다 하지만 위드 코로나 이후 코로나 전 야만인 수준을 완벽 회복했다 이젠 쳐다보면 같이 야린다 백신과 방역이 코로나 기세를 꺾지 못하는 이유
5437,동대문구 위드 코로나 속 동대문구 겨울철 종합 대책
5438, 어째 시발 티켓팅도 안돼 위드 코로나 시발 나
5439,위드 코로나 주차 후폭풍 더 세졌다 수도권 비상 계획 주목 
5440,요즘 뉴스를 안 봐서 모르겠지만 병상이 부족할 정도가 되면 문제 아니던가 너무 일찍 시작했나 위드 코로나
5441,혹시 일 달에 백신 패스로 함성 적용해줄 생각 없어 제발 지금 로또 당첨보다 더 간절해
5442,단계적 일상 회복되면서 모임들이 슬슬 재가동되고 있는데 미묘하게 지인들의 태도나 가치가 변한 게 눈에 띄네
5443,어린 자녀가 다섯이나 있고 비행기로 이동해야 하는 곳에 살면서 여태껏 백신 안 맞고 방송 활동하다가 남의 결혼식 결혼식 주인공도 위드 코로나가 예식 테마였던지 이 시국에 축가만 네 팀에 경사스러운 일이지만 매우 비호감 다녀오고 확진이라니 소주 한 잔은 이선희 버전으로 가끔 듣는 걸로
5444, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 지금 단계적 일상 회복 중이어서 크게 조치를 안 취할 거 같기도 해요 카페 쪽은 심하게 조치해도 내부 인원 조절 취식 금지 정도일 테니까 카페 구경하는 건 상관없을지도
5445,드플 위드 코로나 지난주 모임 후기 인천발   창원 김해 방   
5446,이 시간에 집 들어가는 거 진짜 대박 오랜만이다 위드 코로나 최고네
5447,백신은 인구 감축용 수십억 죽을 것  살인 백신과 백신 패스 분쇄 범국민운동 본부 만인 서명운동
5448,  티켓 이벤트 작년에 비대면으로 공연했던 게 생각나네요 모두가 힘들었던 그 시절이었는데 위드 코로나로 바뀌고 나서 이렇게 직접 가서 볼 수 있다는 게 너무 설레고 눈물이 나네요 멜뮤는 항상 레전드였기 때문에 올해도 기대 많이 하고 있습니다 방탄소년단 엔하이픈 많관부
5449, 시험만 끝나면 백신 패스로 맘껏 놀러 다닐 테다
5450,다들 코비스 조심하세요 몇천 명 이상 되기 시작하니 이제 주변 가까운 사람들도 걸리고 있더라고요 남일이 아님ㅠㅠ 무서워서 누굴 만나기도 쉽지 않은데 위드 코로나 하고 있으니 만날 수밖에 없는 상황이 이어지고 있어요 다들 조심 또 조심 가시는 분들 마스크 꼭 잘하시고요
5451,위드 코로나 당장에 교실에 확진자 나와서 전교생 코 쑤시러 가는데 위드 코로나는 무슨
5452,백신 접종 진행의 일상이란  국민의 가 회차 접종을 마친 이스라엘  올여름 제파에 휩쓸리지만 월부터 회째 접종을 개시해 감염자는 감소  접종 완료를 증명하는 그린 패스는 회째 접종부터 개월 만에 만료  정부가 회째 접종을 강하게 촉진  
5453,  백신은 인구 감축용 수십억 죽을 것  살인 백신과 백신 패스 분쇄 범국민운동 본부 만인 서명운동
5454,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5455,위드 코로나에도 김빠진 롯데칠성 서민호 유동원이 전하는 투자전략 영상 보기 위드 코로나 김빠진 롯데칠성 한국경제신문 서민호 유동원 
5456,안정 대응 가능 위중증 환자  수 명이 현재 명대 곧 단계적 일상 회복 잠시 멈추게 되려나 나도 안일하긴 했어
5457, 하이고 알림 또 씹혔네 망할칏터무튼 백신 패스 관 머 그런 것도 있냐
5458, 하필 방역 준비 전혀 안된 위드 코로나 코로나 감염자 역대 최고인 이때 최대의 코로나 위기 속 수능시험을 치른다는 참   참이고 첨이 내 이런 경우 
5459, 위드 코로나에 적응합시다
5460,  기준 남양주 현대 아웃렛 스페이스 원 컴포트 관  대전 신세계 아트 앤 사이언스 컴포트 관 컴포트 관백신패스관
5461,함평군  대한민국 국향대전 위드 코로나 시대 성공 개최 첫 작품   브레이크뉴스  
5462,저번에 집 보러 간 집주인이 안티 백서였는데 백신은 우리 몸을 망칠 거고 인간의 면역력은 우리가 생각하는 것보다 훌륭해서 모든 걸 자연치유할 수 있기 때문에 거부한다고 내가 너 전자음악 하면 클럽에서 공연하고 할 텐데 어떻게 할 거냐니까 방법을 찾고 있다고 했다 아마 위조 백신 패스 샀겠지
5463,입원 필요한 코로나 중증 환자 급증해 중단 위기에 놓인 위드 코로나 위드 코로나 코로나 코로나 중증 환자 중증 환자 병상 부족
5464,이런데도 사실상 위드 코로나 끝난 유럽 각국 봉쇄 조치 돌입 출처  헤럴드경제  네이버 뉴스 
5465,올게 온다 오늘 명 또 신기록 문재인 정부 위드 코로나 접나 출처  무역회사 사장될 수 있다  네이버 카페    다시 예전으로 돌아가기 힘들 겁니다 정부 때문입니다 입으로는 국민을 속으로는 자신을 ㅠㅠ
5466,오늘 위드 코로나 관련 발표하는 날이잖아 과연 어찌 될는지 참
5467, 헐 백신 패스는 차까지 한 사람들 가는 곳인가요 저 정말 몰랐던ᄏᄏᄏᄏᄏᄏ ㅇ
5468,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5469,일본은 하루 확진 명 한국은 명 같은 위드 코로나인데 뭐가 잘못된 건지 황당하네 재앙 정권은 방역 홍보한다고 억 원을 쓰면서 국민한테는 싸구려 아제 백신 맞추더니 결국은 위드 코로나 중 단기로 이에 섰다 결국 모든 고통은 국민 몫 특히 자영업자들 또 죽게 생겼다
5470,신세계 센텀시티 측 골드문트 코로나 블루 일상의 스트레스에 지친 나를 위해 가족을 위해 부모님을 위해 힐링을 주는 인테리어 오디오를 선물해주세요 단계적 일상 회복 필수 템           
5471,위드 코로나 외치듯 하면서 코로나 감염자가 엄청나게 늘어남을 왜 걱정하나 그럼 고삐 풀린 망아지처럼 싸다녀 다니는데 코로나 감염자가 안 늘어나겠냐 고속도로 자동차 통행량과 음식점 사람 끓는 것 보면 알 수 있지 충분히 예측 가능했던 현상들이 나타나고 있다고 봅니다
5472,위드 코로나 오늘 위중증  명 명 초과 시 방역 재개  위중증 왜 많은지 알았네요    
5473,오늘 확진자 기존의 배로 떴는데 뭐 위드 코로나요
5474,울주군 학부모와 함께 듣는 김현철의 유쾌한 오케스트라 울주 공연 성료 울주군은 단계적 일상 회복 지원책의 하나로 진행한 학부모와 함께 듣는 개그맨 김현철의 유쾌한 오케스트라 공연이 지역 학생과 학부모들로부터 많은 호응을 얻었다 김현철 유쾌한 
5475,아무 대책 없이 감염자만 배로 늘어가는 위드 코로나는 그냥 다 같이 걸리자는 것 같음
5476,기러기들의 합창 백신 구입 못했다 백신 후진국이 다 백신 위험하다 이래놓고 위드 코로나 들어가 확진자가 늘어나니  정부 오판이라고 지랄들 합니다 기러기 없는 세상이 정의롭고 공정한 사회다
5477,와 미쳤다 확진자 또 나왔어 더 이상 환자를 받을 방이 없어ㅜㅜ 위드 코로나 미쳤네
5478,백신 패스니 그거 뭐야 필라테스에서 갑자기 백신 패스 없으면 입장 안 된대 먼   아 네 백신전에도 네 명이서 알아서 잘 했는데 윋드쿠론아 하고 나서 왜 이러는 건데
5479,위드 코로나로 내 가변성 잃게 생겼다
5480,당일 접종 가능한 푸푸 백신 접종 진료소 신분증만 있으면 그대도 접종 가능 임프 패스 건강보험카드는 있다면 지참 원래는 예약 없이 접종이 가능했는데 금요일은 예약하는 게 낫다고 
5481, 위드 코로나 함께해요
5482,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5483,백신 패스 차 접종 후 일 경과 자만 입장 가능 입장에 다들 마스크 쓰고 격한 움직임도 없고 서로 몸 안 닿게 소극적으로 몸을 움직이며 누가 스쳐가면 바로 움직여 거리를 벌린다 년 월의 클럽 브라운
5484,친구랑 일요일에 타코 조지고 산책도 당하고 영화 갈긴 담에 칵테일바 갔었는데 너무 행복했음 영화관 백신 패스 관 생겼던데 거기선 팝콘 먹을 수 있더라 그래서 존나움념녀 먹었지
5485,단계적 일상 회복 조금만 나중에 하면 안 되냐
5486,위드 코로나 시대 드라이브스루로 여행 즐기기 
5487,백신 패스 관아 과자 사가지고 가서 드루이드 뭐 먹을 때마다 같이 먹기  ㄴ 광고 볼 때 다 먹을 걸ㄹ요
5488,위드 코로나 시작되면서 기차표 예매 힘들어졌다 방금 기차역에 도착했는데 시까지 서울 수서 방향 매진이라고 안내방송 나오네 ㄷㄷㄷ
5489,백신 패스 존나짜증남백신 강요자 저게 ㅅㅂ
5490,일선 공무원 의료 인력 갈아 넣어서 방역한 거 대단하긴 한데 년이 지났고 단계적 일상 회복이란 계획까지 가지고 시행했으면 최소한 이젠 시스템을 만들어야 하는 거 아닌지
5491,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
5492,지하철인데 누가 백신 패스 포스터 들고 가 뭐지 이거
5493,위드 코로 취지가 네 몸속에 위드 코로나 요런 취지는 아니었던 것 같은데 ㅅㅂ
5494,하이런시발존나빡쳐 요양병원 사람들은 찍소리 안 하고 얌전히 년 넘게 주여 씩 꼬박꼬박 코 쑤시고 동선 내라면 내고 집 가라면 집 가고 결혼식도 미루라면 미루면서 지내고 있는데 단계적 일상 회복이니 뭐니 하면서 풀어줘놓고 확진자 폭발하니까 요양병원부터 조이겠네 이게 말이냐
5495,나 가변성인데 어떡함 ㅠ ㅠ ㅜ 여태 가변성 걱정한 적 한 번도 없는데 이렇게 위드 코로나 좌석표는 처음 봐섴ㅋㅋㅋㅋ 도 아니 고로 풀어서 지금 기세론 바로 가변성 취소될 것 같은데 ㅋㅋㅋㅋㅋㅋㅋㅋ
5496,  티켓 이벤트  코로나 때문에 휴대폰으로만 보던 우리 애들 직접 눈앞에서 보고 싶어요 진짜 이번에 위드 코로나이고 연말 시상식까지 보려고 백신까지 맞았어요 진짜 제발 여러 아티스트 휴대폰으로 말고 제 눈으로 보고싶어요ㅠㅠ 저에게 제발 티켓을 주세요ㅠㅜ 멜론 사랑해요
5497,위드 코로나라고 그냥 마스크 벗고 다니는 새끼들이 있네
5498,어제 코로나 확진자명 넘고 사망자도 명이 드 코로나 집어지워야 이대로 가단 하루 만 넘는 영국으로 가겠다 일본은 명대인데 서울 명 세훈 집에 가고 이재명 사퇴해야 호전될 듯
5499,코로나 백신 위드 코로나 시대 차 백신 출처  남쪽 아씨의  블로그 코로나 백신 위드 코로나 차 백신
5500,작은 오해가 있는 것 같습니다 문재인 정부의 백신 접종 추진에 대해 저와 정의당은 적극 협조해왔고 접종률 제고를 통해 치명률을 낮추고 위드 코로나로 나아가는 큰 방향에 동의하고 있다는 말씀을 드립니다
5501,와 천이라니 너무하네 위드 코로나 지금부터라도 하지 말자고
5502,위드 코로나 용어 사용 자제 바랍니다 공문 보낸 정부  근데 난 위드 코로나에는 코로나에 대한 경계심을 늦추지 않으면서 새로운 일상으로 가는 느낌인데 단계적 일상 회복이라는 말이 더 위험하게 느껴짐 마치 코로나 없는 세상으로 가는 거 같잖아
5503,아우 지겨워 위드 코로나가 아닌 것 같아
5504,위드 코로나 하니까 다시 회식하잔 소리 나오는 거 너무 극혐스기루 진짜 회식 왜 해
5505,교육부 지침에 따르면 코로나 상황 악화로 단계적 일상 회복에 따른 방역 완화를 일시 중단하는 비상 계획이 발동될 경우 학교 밀집도에 따라 원격수업으로 전환할 수 있습니다 
